num,train1,train2,train3,train4,train5,test1,test2,test3,test4,test5
1,0.54125,0.57,0.56625,0.545,0.56375,0.5678391959798995,0.5628140703517588,0.5527638190954773,0.5376884422110553,0.5577889447236181,
2,0.54125,0.57,0.555,0.545,0.54625,0.5678391959798995,0.5628140703517588,0.5125628140703518,0.5376884422110553,0.542713567839196,
3,0.54125,0.57,0.56625,0.5675,0.54875,0.5678391959798995,0.5628140703517588,0.5527638190954773,0.5376884422110553,0.5376884422110553,
4,0.54125,0.54,0.62625,0.5675,0.54875,0.5678391959798995,0.5728643216080402,0.6180904522613065,0.5376884422110553,0.5376884422110553,
5,0.54125,0.5725,0.62625,0.5675,0.56375,0.5678391959798995,0.5628140703517588,0.6180904522613065,0.5376884422110553,0.5577889447236181,
6,0.54125,0.5725,0.62625,0.54625,0.56375,0.5678391959798995,0.5628140703517588,0.6180904522613065,0.5376884422110553,0.5577889447236181,
7,0.5575,0.5725,0.56625,0.5675,0.56375,0.5276381909547738,0.5628140703517588,0.5527638190954773,0.542713567839196,0.5577889447236181,
8,0.55875,0.5725,0.56625,0.5675,0.54625,0.5778894472361809,0.5628140703517588,0.5527638190954773,0.542713567839196,0.5376884422110553,
9,0.5575,0.57375,0.5425,0.5675,0.56375,0.5276381909547738,0.5678391959798995,0.5879396984924623,0.542713567839196,0.5577889447236181,
10,0.5575,0.5875,0.56625,0.5675,0.59375,0.5276381909547738,0.5728643216080402,0.5527638190954773,0.5376884422110553,0.5778894472361809,
11,0.5575,0.57375,0.5425,0.5675,0.59375,0.5276381909547738,0.5678391959798995,0.5879396984924623,0.5376884422110553,0.5778894472361809,
12,0.5575,0.57375,0.5425,0.5675,0.59375,0.5276381909547738,0.5678391959798995,0.5879396984924623,0.5376884422110553,0.5778894472361809,
13,0.5575,0.57375,0.5425,0.5675,0.55,0.5276381909547738,0.5628140703517588,0.5879396984924623,0.5477386934673367,0.5477386934673367,
14,0.5575,0.57375,0.56625,0.56875,0.58,0.5276381909547738,0.5628140703517588,0.5527638190954773,0.542713567839196,0.5678391959798995,
15,0.5575,0.57375,0.56625,0.5675,0.58,0.5276381909547738,0.5628140703517588,0.5527638190954773,0.5477386934673367,0.5678391959798995,
16,0.5575,0.57375,0.56625,0.5675,0.58,0.5276381909547738,0.5628140703517588,0.5527638190954773,0.5477386934673367,0.5678391959798995,
17,0.5575,0.57,0.56625,0.55875,0.58,0.5276381909547738,0.5628140703517588,0.5527638190954773,0.5226130653266332,0.5678391959798995,
18,0.5575,0.57375,0.575,0.5675,0.58,0.5276381909547738,0.5628140703517588,0.5829145728643216,0.5477386934673367,0.5678391959798995,
19,0.5575,0.57,0.575,0.5675,0.58,0.5276381909547738,0.5628140703517588,0.5829145728643216,0.5477386934673367,0.5678391959798995,
20,0.5575,0.57,0.64375,0.5675,0.58,0.5276381909547738,0.5628140703517588,0.6482412060301508,0.5477386934673367,0.5678391959798995,
