num,train1,train2,train3,train4,train5,test1,test2,test3,test4,test5
<<<<<<< HEAD
1,1.0,0.996875,0.996875,0.99375,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,
2,0.996875,1.0,0.996875,0.99375,1.0,0.9873417721518988,1.0,0.9873417721518988,0.9873417721518988,1.0,
3,1.0,1.0,0.996875,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
4,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6,1.0,0.99375,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
7,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
8,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
9,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
10,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
=======
1,1.0,0.99375,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,
2,0.996875,0.99375,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,
3,1.0,0.99375,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,
4,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,
5,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,
6,0.996875,1.0,1.0,0.996875,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,
7,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,
8,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
>>>>>>> 4b89669abff9a382fd7087f35ee0a21913adbd1c
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
<<<<<<< HEAD
18,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
20,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
=======
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
>>>>>>> 4b89669abff9a382fd7087f35ee0a21913adbd1c
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
<<<<<<< HEAD
26,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
30,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
31,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
32,1.0,1.0,1.0,1.0,1.0,0.9873417721518988,1.0,1.0,1.0,1.0,
