num,train1,train2,train3,train4,train5,test1,test2,test3,test4,test5
1,0.7307227459511724,0.73821609862219,0.7505438723712835,0.7435339618080735,0.7428087986463621,0.7446808510638298,0.7369439071566731,0.7030947775628626,0.7601547388781431,0.7398452611218569,
2,0.7244379985496737,0.7188784143098864,0.7490935460478607,0.7142857142857143,0.7280638143582306,0.7330754352030948,0.7282398452611218,0.690522243713733,0.7321083172147002,0.7263056092843327,
3,0.7568286197727823,0.7217790669567319,0.7667391829828378,0.7338651196519217,0.739424703891709,0.7669245647969052,0.7243713733075435,0.7137330754352031,0.7485493230174082,0.7388781431334622,
4,0.7428087986463621,0.7188784143098864,0.7384578196760938,0.7278220933043268,0.734590282813633,0.7504835589941973,0.7243713733075435,0.6818181818181818,0.7456479690522244,0.7321083172147002,
5,0.7503021513173798,0.7258883248730964,0.7553782934493595,0.748851824993957,0.7493352671017646,0.753384912959381,0.7398452611218569,0.7040618955512572,0.7707930367504836,0.7495164410058027,
6,0.7355571670292482,0.719361856417694,0.7406333091612279,0.7416001933768431,0.7319313512206913,0.7427466150870407,0.7263056092843327,0.6789168278529981,0.7611218568665378,0.7282398452611218,
7,0.7428087986463621,0.7227459511723471,0.747643219724438,0.7604544355813392,0.7365240512448634,0.7446808510638298,0.7311411992263056,0.6866537717601547,0.7872340425531915,0.7330754352030948,
8,0.7232293932801547,0.7176698090403674,0.7466763355088228,0.7515107565868987,0.7292724196277496,0.7282398452611218,0.7272727272727273,0.6866537717601547,0.7804642166344294,0.7243713733075435,
9,0.7304810248972685,0.7212956248489243,0.7486101039400532,0.757070340826686,0.7357988880831521,0.7369439071566731,0.730174081237911,0.6943907156673114,0.7852998065764023,0.7330754352030948,
10,0.7290306985738458,0.7152525985013295,0.739424703891709,0.7495769881556683,0.7270969301426154,0.7369439071566731,0.723404255319149,0.6789168278529981,0.7717601547388782,0.7224371373307543,
11,0.7307227459511724,0.7210539037950205,0.7440174039158811,0.757070340826686,0.7324147933284989,0.7369439071566731,0.7311411992263056,0.688588007736944,0.7775628626692457,0.7263056092843327,
12,0.727580372250423,0.7162194827169447,0.7391829828378051,0.7367657722987673,0.7270969301426154,0.7359767891682786,0.7272727272727273,0.6847195357833655,0.7543520309477756,0.7214700193423598,
13,0.7280638143582306,0.7225042301184433,0.7425670775924583,0.7556200145032632,0.7326565143824028,0.7359767891682786,0.7321083172147002,0.688588007736944,0.7775628626692457,0.7282398452611218,
14,0.7208121827411168,0.7203287406333092,0.7348320038675369,0.7442591249697849,0.7336233985980178,0.730174081237911,0.730174081237911,0.6779497098646035,0.7659574468085106,0.7272727272727273,
